Crop,Week,Temp_C,Humidity_RH,pH_Water,N_ppm,P_ppm,K_ppm,EC_Target
zucchini,6,25.96,39.05,6.16,153.32,49.66,261.32,0.895
pepper,10,26.21,40.04,7.04,161.98,60.99,321.98,1.051
eggplant,8,17.63,40.31,6.4,177.22,73.61,357.22,1.173
cilantro,1,16.03,92.01,8.83,69.4,26.2,86.4,0.351
bean,9,31.93,55.42,5.99,112.51,38.61,165.44,0.611
bean,5,29.51,47.01,6.59,130.33,46.07,187.61,0.702
lettuce,7,26.48,40.1,5.83,167.59,53.8,207.59,0.827
arugula,5,20.19,46.06,6.82,160.55,40.27,200.55,0.774
strawberry,4,16.63,79.98,6.91,87.73,38.86,117.73,0.471
strawberry,16,6.06,45.31,5.95,122.8,56.15,227.8,0.784
cilantro,2,18.1,67.04,5.22,76.47,28.24,96.47,0.388
melon,11,22.66,52.64,6.57,163.13,71.56,383.13,1.192
pak_choi,2,18.73,46.25,6.43,94.98,37.49,114.98,0.477
eggplant,7,19.41,66.16,6.46,171.95,70.98,351.95,1.147
arugula,1,30.37,51.33,5.97,96.77,29.81,115.35,0.467
lettuce,3,25.39,58.35,6.11,167.57,53.79,207.57,0.827
tomato,7,18.69,70.92,6.92,191.85,55.93,271.85,1.002
mint,5,8.95,82.4,5.54,199.82,52.66,231.32,0.933
zucchini,9,27.9,39.4,6.31,153.91,49.96,261.91,0.898
eggplant,6,25.85,59.1,4.97,145.22,59.86,298.22,0.971
eggplant,1,31.3,49.57,5.95,109.83,45.91,136.86,0.564
pepper,13,26.56,63.05,6.55,158.06,59.03,318.06,1.032
pak_choi,5,32.75,68.45,6.81,150.08,53.6,218.68,0.815
lettuce,7,34.75,61.83,6.71,127.99,40.07,159.89,0.632
eggplant,14,22.92,62.05,6.53,168.36,69.18,348.36,1.13
spinach,2,23.24,50.65,6.57,99.52,29.76,119.52,0.48
tomato,12,23.83,62.62,5.41,162.1,76.05,372.1,1.177
tomato,2,22.38,71.08,5.98,113.07,46.53,143.07,0.584
basil,7,30.37,52.01,6.73,134.6,34.79,162.47,0.64
tomato,5,35.87,40.66,4.85,126.32,38.6,175.43,0.656
melon,9,14.37,68.78,7.79,142.62,62.31,340.62,1.052
cilantro,5,32.73,50.34,4.8,98.66,28.09,126.99,0.489
lettuce,1,17.72,57.19,5.83,90.44,30.22,100.44,0.426
tomato,10,19.2,63.6,6.78,160.62,75.31,370.62,1.17
eggplant,12,28.61,48.14,6.67,171.96,71.25,348.66,1.141
zucchini,8,13.78,81.28,5.76,187.14,62.07,313.14,1.085
pepper,10,19.84,66.74,6.04,170.95,65.48,330.95,1.094
eggplant,16,24.41,49.95,5.81,168.68,69.34,348.68,1.131
cucumber,12,21.31,63.31,6.52,201.04,70.52,351.04,1.201
cucumber,7,25.41,56.72,6.39,195.99,68.0,345.99,1.176
lettuce,7,26.3,58.57,5.71,164.3,52.15,204.3,0.811
pak_choi,1,25.2,69.3,7.42,100.72,40.36,120.72,0.505
cucumber,9,29.54,32.44,6.43,161.38,55.08,289.45,0.976
melon,12,28.05,52.87,5.14,165.4,72.71,385.07,1.202
bean,4,29.47,64.04,5.24,130.98,46.37,188.33,0.705
basil,6,17.0,24.52,5.21,136.23,36.61,163.23,0.648
arugula,4,27.51,62.01,6.77,159.92,39.96,199.92,0.771
melon,3,40.0,47.87,5.24,86.03,30.22,111.63,0.439
basil,6,37.31,90.27,5.94,100.3,24.93,121.92,0.477
eggplant,13,21.51,58.55,6.06,163.79,66.89,343.79,1.108
lettuce,5,36.59,76.61,5.42,128.4,41.93,158.09,0.633
spinach,3,30.39,79.14,6.9,157.01,50.65,221.99,0.829
basil,6,20.44,66.64,5.74,151.86,40.93,181.86,0.723
eggplant,14,17.99,41.55,5.38,167.47,68.74,347.47,1.126
arugula,5,30.74,41.42,6.73,135.74,31.16,172.45,0.654
tomato,6,20.9,52.3,5.08,199.16,59.58,279.16,1.037
basil,4,31.32,41.94,7.15,129.98,33.48,156.99,0.618
cilantro,3,11.66,48.31,7.46,149.42,43.21,191.42,0.741
lettuce,4,16.58,77.54,6.46,160.62,50.31,200.62,0.794
arugula,2,24.67,53.63,4.88,89.08,27.54,106.08,0.429
lettuce,6,35.68,41.62,6.08,123.18,38.5,153.97,0.609
cucumber,5,27.71,68.37,7.17,196.46,68.23,346.46,1.179
eggplant,14,21.01,60.27,6.42,173.31,71.65,353.31,1.154
pepper,8,21.08,45.39,6.05,163.06,61.53,323.06,1.056
cucumber,9,22.74,72.61,6.36,205.03,72.51,355.03,1.22
lettuce,5,13.13,74.68,5.86,175.61,56.31,217.61,0.867
mint,2,19.34,64.6,4.81,87.26,26.63,87.26,0.388
bean,5,19.23,63.34,6.64,141.44,50.72,201.44,0.759
melon,7,31.36,66.7,6.13,142.56,62.29,340.38,1.052
cilantro,4,19.69,68.04,6.19,126.57,33.28,166.57,0.63
melon,4,28.91,47.78,7.46,153.88,67.21,367.88,1.136
cilantro,1,16.53,64.16,5.97,82.54,31.27,102.54,0.417
spinach,3,18.28,35.26,6.13,164.25,55.13,227.25,0.861
mint,4,14.41,73.44,6.36,197.61,51.55,229.11,0.922
bean,5,19.14,48.94,6.37,138.97,49.48,198.97,0.747
tomato,5,22.01,31.91,5.77,192.82,60.41,264.82,0.999
mint,5,25.73,61.88,6.94,194.77,52.38,224.77,0.91
pepper,14,16.69,38.72,5.69,140.44,52.22,284.44,0.92
pak_choi,2,32.54,25.77,6.57,76.89,30.81,92.17,0.385
cucumber,6,40.0,45.02,6.77,124.7,43.15,220.7,0.749
tomato,5,25.35,56.9,6.57,208.29,64.14,288.29,1.081
spinach,3,24.85,69.56,7.08,182.58,61.29,252.58,0.957
lettuce,2,27.8,71.08,5.49,95.87,32.94,105.87,0.453
strawberry,1,19.3,67.25,6.95,100.76,45.38,130.76,0.534
tomato,15,20.52,72.03,4.87,140.98,66.24,319.48,1.016
spinach,1,23.4,74.12,5.32,97.62,28.81,117.62,0.471
pak_choi,6,14.72,35.2,5.47,162.91,57.7,238.91,0.886
tomato,8,30.84,61.78,4.57,122.35,57.35,282.96,0.892
arugula,2,20.94,75.41,7.67,89.35,27.68,106.35,0.431
zucchini,5,20.09,63.45,6.83,177.37,58.69,297.37,1.029
cilantro,3,18.63,62.13,5.46,146.25,43.13,186.25,0.724
mint,6,24.45,62.26,7.8,160.21,41.85,185.71,0.748
bean,6,23.75,59.13,7.35,143.83,51.91,203.83,0.771
zucchini,1,15.85,70.01,5.9,130.62,50.31,160.62,0.659
lettuce,4,24.0,50.35,7.1,161.74,50.87,201.74,0.799
pak_choi,3,32.73,44.94,5.92,146.7,51.9,215.35,0.798
lettuce,7,30.17,41.17,6.51,143.22,43.56,180.61,0.709
cilantro,4,21.41,54.1,6.47,137.14,38.57,177.14,0.68
strawberry,12,19.99,52.65,8.12,101.22,46.36,186.22,0.644
lettuce,6,28.36,66.14,6.8,172.47,56.56,212.04,0.851
cucumber,8,27.41,50.15,6.83,202.33,71.16,352.33,1.207
pepper,8,18.7,54.26,6.79,163.63,61.81,323.63,1.059
lettuce,2,26.1,34.48,4.44,61.31,19.41,68.81,0.288
bean,7,31.32,90.05,7.87,98.47,34.23,143.5,0.533
pak_choi,1,22.8,48.88,5.61,99.33,39.66,119.33,0.498
cucumber,4,13.74,64.3,5.11,212.03,74.52,369.53,1.265
mint,7,37.34,47.06,6.23,135.94,35.58,157.53,0.635
cilantro,4,28.68,67.39,6.84,144.82,43.02,184.0,0.717
mint,5,26.87,46.41,6.71,189.94,49.97,219.94,0.887
zucchini,5,28.39,63.38,5.49,171.82,56.26,290.42,1.0
cucumber,12,20.22,31.21,5.83,178.76,62.38,313.76,1.07
cilantro,3,26.75,57.36,5.48,144.12,42.06,184.12,0.714
pak_choi,6,26.01,58.13,5.59,175.68,62.84,255.68,0.953
zucchini,3,26.09,43.98,4.97,158.66,53.83,260.66,0.913
zucchini,1,32.59,70.5,6.33,111.68,42.9,137.55,0.563
spinach,2,28.37,50.87,5.9,95.76,28.1,115.54,0.462
arugula,4,14.39,40.32,6.74,167.75,41.87,209.75,0.809
eggplant,13,31.36,62.53,6.05,164.65,68.84,326.51,1.08
cucumber,4,25.14,43.93,5.2,210.18,75.09,360.18,1.245
basil,5,31.55,47.38,7.82,112.85,30.4,135.15,0.537
zucchini,3,18.38,96.37,7.91,168.01,58.5,270.01,0.958
zucchini,2,30.22,32.2,6.45,115.73,45.36,140.73,0.582
basil,2,35.52,56.78,6.74,82.77,25.9,82.77,0.369
spinach,5,33.08,50.11,4.67,122.19,40.17,171.03,0.643
basil,5,24.32,39.97,5.28,132.61,34.81,159.61,0.631
mint,2,31.15,45.0,6.02,96.42,30.1,96.42,0.43
eggplant,13,24.26,84.88,5.38,165.85,67.92,345.85,1.118
cilantro,3,34.5,59.59,5.0,113.25,32.48,145.45,0.562
melon,12,24.88,57.12,6.73,168.66,74.33,388.66,1.218
cucumber,4,24.4,58.23,4.62,174.77,61.88,302.27,1.039
zucchini,3,36.77,59.79,4.64,104.14,34.46,174.57,0.604
pak_choi,3,28.49,45.03,6.66,171.45,61.09,250.27,0.931
cilantro,3,24.68,54.15,8.45,125.27,37.14,159.27,0.62
spinach,1,24.43,39.74,6.62,80.94,22.47,98.94,0.39
zucchini,1,22.03,72.3,6.33,133.7,51.85,163.7,0.674
cucumber,5,28.25,69.53,5.96,206.97,73.71,355.84,1.228
pak_choi,4,21.54,60.66,5.92,176.41,63.2,256.41,0.957
arugula,3,17.82,44.51,5.95,161.8,40.9,201.8,0.78
zucchini,10,26.01,68.62,6.15,185.63,62.82,305.63,1.069
lettuce,5,25.38,22.22,6.2,144.89,45.45,180.89,0.716
basil,5,25.29,72.23,5.75,141.43,35.72,171.43,0.672
cilantro,3,21.91,53.74,5.87,143.61,41.81,183.61,0.712
lettuce,1,11.42,50.01,5.27,93.75,31.12,104.25,0.442
cilantro,2,30.22,59.72,6.83,78.47,29.9,97.14,0.396
arugula,3,23.04,50.72,5.0,153.45,36.73,193.45,0.74
basil,8,23.85,65.76,6.48,156.15,43.07,186.15,0.743
zucchini,4,16.0,42.82,5.62,184.77,62.39,304.77,1.064
spinach,1,30.51,66.38,7.22,84.46,23.74,102.96,0.407
basil,7,24.73,62.63,6.86,143.36,36.68,173.36,0.682
arugula,1,23.68,82.56,4.45,88.3,27.15,105.3,0.426
cilantro,3,15.31,48.6,6.01,136.28,38.14,176.28,0.676
pepper,10,12.37,58.72,7.04,164.07,61.04,332.07,1.075
eggplant,7,15.21,55.01,5.83,167.33,68.67,347.33,1.125
mint,7,35.11,47.4,5.74,152.77,40.98,176.37,0.714
basil,2,15.1,66.18,6.86,96.39,28.2,96.39,0.426
bean,5,21.36,58.59,6.83,135.08,47.54,195.08,0.728
pak_choi,5,31.45,86.05,6.66,146.64,50.91,218.36,0.802
cilantro,6,23.22,47.27,6.09,135.55,37.77,175.55,0.673
spinach,2,29.52,50.67,6.71,97.62,29.72,116.71,0.471
lettuce,2,37.96,47.91,6.74,62.67,20.82,69.68,0.295
basil,4,21.05,62.16,6.21,151.81,40.91,181.81,0.722
zucchini,8,24.93,73.22,6.34,186.43,63.21,306.43,1.072
strawberry,9,10.94,49.18,5.77,117.75,53.63,222.75,0.76
cilantro,6,23.06,68.9,4.87,115.57,32.28,149.57,0.574
spinach,5,24.4,45.99,6.44,180.06,60.03,250.06,0.945
lettuce,4,30.56,76.97,5.29,152.09,48.35,189.02,0.751
eggplant,14,37.73,55.6,6.29,113.57,46.16,241.02,0.773
arugula,4,24.95,60.62,5.85,161.27,40.63,201.27,0.778
lettuce,2,32.49,67.28,7.17,75.73,24.89,84.38,0.357
pak_choi,6,29.36,68.82,6.54,157.74,54.89,234.48,0.862
pepper,5,25.7,49.37,7.43,178.53,49.27,238.53,0.899
cilantro,5,14.92,63.73,6.57,137.52,37.26,179.52,0.683
cucumber,3,18.45,59.6,5.94,195.91,67.95,345.91,1.176
eggplant,2,25.91,51.51,5.05,121.01,50.51,151.01,0.622
mint,8,30.23,50.76,6.0,179.64,47.83,207.64,0.839
pepper,3,27.01,63.67,6.14,122.91,41.46,142.91,0.593
eggplant,8,20.96,68.56,4.95,146.96,60.73,299.96,0.979
pepper,8,21.85,74.48,6.8,160.13,60.06,320.13,1.042
basil,5,11.8,54.63,7.03,146.54,36.52,178.04,0.696
melon,6,25.94,44.68,5.27,159.32,69.66,379.32,1.173
arugula,4,23.73,39.04,6.32,146.49,37.25,182.49,0.706
eggplant,1,23.56,46.2,5.9,123.21,51.61,153.21,0.633
basil,4,16.81,56.37,5.69,151.67,40.83,181.67,0.722
arugula,3,34.25,69.89,6.39,135.37,35.18,167.87,0.653
tomato,6,15.81,61.22,5.68,201.66,60.83,281.66,1.049
bean,6,15.26,58.39,6.16,128.72,44.36,188.72,0.698
melon,8,19.17,52.75,5.91,157.39,68.7,377.39,1.164
tomato,8,8.56,23.31,6.06,155.94,73.22,355.44,1.127
lettuce,1,32.65,59.62,4.55,69.58,24.13,76.68,0.329
pepper,11,24.82,60.01,5.27,163.77,61.88,323.77,1.06
zucchini,8,22.16,55.54,5.2,177.12,58.56,297.12,1.028
basil,8,23.06,53.2,5.93,144.48,37.24,174.48,0.687
eggplant,1,26.63,43.87,4.36,92.52,37.76,118.02,0.479
zucchini,10,37.67,36.82,5.11,107.8,35.6,180.99,0.626
lettuce,6,16.39,30.81,4.96,116.97,35.99,146.97,0.578
basil,8,22.16,51.29,6.17,152.49,41.25,182.49,0.726
bean,6,14.15,27.2,5.12,137.36,49.68,194.36,0.736
tomato,13,34.31,56.84,5.13,142.47,67.18,312.72,1.007
pak_choi,6,25.99,62.9,6.8,178.54,64.27,258.54,0.967
tomato,16,31.68,60.77,6.4,156.25,73.68,343.06,1.105
pepper,14,11.63,61.62,7.1,173.72,65.86,341.72,1.121
zucchini,5,19.27,54.02,6.25,173.69,56.84,293.69,1.011
spinach,3,13.17,63.6,6.16,184.99,60.99,258.49,0.973
tomato,16,19.45,47.63,5.6,175.77,82.89,385.77,1.243
zucchini,6,24.48,54.48,5.21,182.79,61.39,302.79,1.055
cilantro,6,29.98,40.42,6.22,133.3,38.43,170.93,0.661
cucumber,1,21.33,54.34,6.24,111.95,35.98,141.95,0.559
spinach,5,25.33,73.74,5.92,177.59,58.8,247.59,0.933
strawberry,12,18.4,73.7,5.96,110.26,50.13,210.26,0.715
arugula,1,38.03,45.45,6.56,76.66,24.35,90.64,0.37
pepper,11,40.0,42.12,5.26,100.97,37.68,203.37,0.66
cucumber,2,26.41,42.96,4.74,113.94,39.97,139.44,0.566
basil,1,19.35,85.99,5.98,97.53,28.77,97.53,0.432
basil,4,29.97,41.37,7.95,121.68,33.16,145.41,0.579
eggplant,2,21.37,50.72,5.91,120.22,50.11,150.22,0.618
spinach,1,31.87,66.98,5.47,85.71,25.18,103.38,0.413
strawberry,5,24.48,73.44,5.87,106.86,48.43,206.86,0.698
tomato,13,24.1,76.61,6.42,165.49,77.75,375.49,1.193
bean,6,29.94,49.95,5.76,130.77,46.55,187.28,0.703
pepper,9,21.94,81.67,7.06,166.31,63.16,326.31,1.072
melon,5,20.39,50.2,7.0,152.74,66.37,372.74,1.141
zucchini,5,26.11,73.43,5.65,180.81,60.4,300.81,1.045
zucchini,7,19.46,64.62,5.24,183.75,61.87,303.75,1.059
eggplant,9,24.29,62.48,6.13,171.66,70.83,351.66,1.146
strawberry,6,27.15,63.2,6.38,109.01,49.51,209.01,0.709
pepper,2,23.37,59.35,6.82,117.84,38.92,137.84,0.568
arugula,5,27.64,20.62,4.75,119.95,29.97,149.95,0.578
spinach,5,38.29,44.0,5.83,115.68,37.1,164.07,0.611
strawberry,20,27.09,71.54,6.16,109.55,49.78,209.55,0.711
mint,5,37.1,75.32,5.69,132.84,33.71,154.65,0.619
pak_choi,5,30.03,54.4,6.1,161.92,57.48,237.05,0.88
pak_choi,1,22.19,63.57,7.87,86.02,34.51,103.02,0.431
strawberry,12,18.09,69.48,7.53,94.1,42.8,179.1,0.609
pak_choi,3,16.19,62.39,7.67,143.81,50.66,211.81,0.784
strawberry,10,18.61,56.19,5.95,111.3,50.65,211.3,0.72
lettuce,1,20.06,63.91,4.84,79.34,26.92,87.84,0.374
cucumber,3,19.73,69.54,6.76,193.09,66.55,343.09,1.162
mint,3,36.34,49.71,6.35,143.08,37.8,165.57,0.668
arugula,5,23.33,79.94,6.55,165.23,42.61,205.23,0.797
cucumber,10,28.71,83.34,5.25,197.79,69.54,344.6,1.18
cucumber,8,23.08,47.67,6.19,203.56,71.78,353.56,1.213
eggplant,6,34.55,82.07,5.94,135.79,55.84,280.42,0.91
pepper,6,22.11,55.81,5.69,178.9,49.45,238.9,0.901
basil,3,31.93,50.56,7.91,102.06,25.41,124.02,0.485
spinach,5,23.65,62.7,5.17,185.55,62.77,255.55,0.972
tomato,3,23.52,56.7,6.5,130.86,55.43,160.86,0.67
arugula,5,19.46,55.36,7.51,125.85,28.92,159.85,0.607
basil,8,21.78,55.21,6.41,151.06,40.53,181.06,0.719
basil,3,20.4,60.1,5.81,150.09,40.04,180.09,0.714
tomato,15,19.36,43.19,6.2,171.85,80.92,381.85,1.224
pak_choi,4,20.87,50.63,4.86,145.71,51.61,213.71,0.793
arugula,1,35.11,82.38,6.09,82.9,25.72,98.64,0.4
bean,1,16.88,52.28,7.74,105.59,35.79,105.59,0.476
bean,3,21.59,54.66,5.52,138.29,49.15,198.29,0.744
lettuce,4,25.68,36.06,4.87,117.35,36.17,147.35,0.58
tomato,14,23.47,58.97,4.64,147.89,69.69,326.39,1.049
arugula,1,8.88,61.51,7.1,99.05,28.53,120.05,0.478
arugula,5,22.75,61.25,6.79,150.17,35.09,190.17,0.724
pak_choi,3,16.0,53.89,7.53,147.43,52.46,215.43,0.801
strawberry,11,21.37,80.48,6.26,103.53,46.77,203.53,0.682
spinach,3,28.98,75.31,6.51,171.78,56.77,239.72,0.903
bean,5,20.78,62.53,5.66,139.25,49.63,199.25,0.749
strawberry,3,27.69,41.43,6.64,89.26,39.63,119.26,0.479
pak_choi,5,16.16,75.73,5.75,175.59,62.8,255.59,0.953
eggplant,5,16.91,73.36,7.48,171.7,70.85,351.7,1.146
cucumber,2,22.57,48.87,6.72,117.29,38.65,147.29,0.585
cucumber,12,17.3,38.45,5.97,186.04,66.02,321.04,1.105
arugula,3,25.67,95.75,6.15,149.65,34.83,189.65,0.722
lettuce,1,21.0,53.21,5.19,88.21,29.1,98.21,0.416
strawberry,15,21.29,57.02,3.96,96.54,44.02,181.54,0.621
cilantro,4,26.14,64.81,5.28,137.14,38.57,177.14,0.68
melon,2,27.19,31.38,6.13,123.38,43.69,159.38,0.63
mint,4,25.81,35.04,6.64,173.26,46.13,200.26,0.809
bean,9,18.43,60.91,6.07,144.21,52.11,204.21,0.772
arugula,1,26.78,89.04,6.05,102.22,31.11,122.22,0.493
eggplant,14,27.68,57.84,8.08,143.15,58.82,296.15,0.961
bean,3,26.35,60.97,5.28,138.43,49.21,198.43,0.745
arugula,2,25.21,64.67,5.09,101.23,30.62,121.23,0.488
tomato,14,16.56,56.78,6.16,162.18,76.09,372.18,1.177
tomato,14,19.76,39.65,7.54,131.05,61.78,288.55,0.928
pepper,11,21.11,42.68,7.08,159.42,59.71,319.42,1.039
cilantro,4,23.53,83.8,5.93,138.75,39.38,178.75,0.688
bean,9,21.36,70.55,6.46,132.3,46.15,192.3,0.715
lettuce,2,15.26,73.8,7.16,95.31,32.66,105.31,0.45
cucumber,10,13.82,50.56,6.53,209.9,73.45,367.4,1.255
eggplant,13,25.38,32.66,6.77,137.26,55.13,299.26,0.948
arugula,5,23.87,77.8,5.72,150.5,35.25,190.5,0.726
pepper,6,25.28,71.74,7.02,175.6,47.8,235.6,0.885
tomato,1,18.9,34.8,5.73,104.28,43.14,131.28,0.537
cucumber,2,17.83,37.24,6.58,103.26,33.63,130.26,0.515
melon,2,22.42,22.49,6.52,121.09,42.54,157.09,0.619
bean,2,16.63,44.16,6.01,120.98,40.49,120.98,0.545
bean,1,17.65,69.32,5.52,111.45,35.72,111.45,0.499
pak_choi,3,29.82,76.55,6.2,155.36,54.05,231.0,0.849
strawberry,5,31.71,56.46,6.67,91.8,41.46,180.67,0.605
mint,2,39.09,64.44,6.15,78.65,25.98,78.65,0.353
eggplant,13,35.21,57.2,7.05,133.21,54.85,274.28,0.892
cilantro,2,17.27,50.1,6.36,78.92,29.46,98.92,0.4
arugula,4,20.07,64.36,5.01,167.78,43.89,207.78,0.809
mint,6,17.36,60.72,7.16,184.68,47.34,214.68,0.861
bean,2,17.69,43.01,6.4,121.17,40.58,121.17,0.546
arugula,2,20.88,61.67,6.56,87.72,23.86,107.72,0.423
pak_choi,5,24.0,52.72,6.33,176.83,63.42,256.83,0.959
tomato,14,31.24,34.12,6.85,137.69,64.83,306.28,0.981
tomato,1,29.35,23.27,6.88,98.54,40.67,124.32,0.508
zucchini,5,30.72,83.27,6.42,170.18,57.54,280.38,0.98
arugula,5,21.76,15.1,6.27,139.33,33.66,175.33,0.672
pepper,5,13.5,58.67,4.9,158.64,43.32,212.64,0.8
melon,11,24.29,64.85,7.25,161.23,70.62,381.23,1.182
pak_choi,5,27.33,72.12,5.51,175.19,62.59,255.19,0.951
pak_choi,3,27.04,75.41,6.78,172.72,61.36,252.72,0.939
lettuce,5,20.0,82.68,4.65,142.59,45.79,176.59,0.704
bean,6,21.12,59.32,7.77,118.7,42.35,169.7,0.638
cucumber,1,27.78,77.5,6.57,115.87,37.93,145.87,0.578
tomato,2,24.36,66.19,5.54,126.91,53.46,156.91,0.65
mint,4,18.24,56.46,7.02,198.57,54.28,228.57,0.928
pepper,1,18.98,76.58,7.33,119.77,39.89,139.77,0.577
cilantro,4,29.79,79.82,5.79,133.67,38.45,171.52,0.663
strawberry,19,23.29,70.73,5.53,109.35,49.68,209.35,0.71
arugula,5,23.56,54.75,6.79,161.99,41.0,201.99,0.781
pak_choi,2,27.12,64.4,5.67,102.81,41.4,122.81,0.515
lettuce,6,21.58,64.33,6.29,157.82,48.91,197.82,0.78
tomato,3,28.98,54.11,6.18,113.66,47.12,142.77,0.585
cucumber,3,27.4,56.78,6.12,198.53,69.27,348.53,1.189
basil,2,29.6,67.53,5.96,101.41,31.67,101.41,0.452
eggplant,13,25.2,39.29,6.54,158.49,65.74,320.49,1.051
strawberry,1,32.57,67.53,5.84,67.49,29.43,93.38,0.367
cucumber,9,16.89,49.12,6.6,197.33,68.66,347.33,1.183
pepper,13,38.49,75.9,6.65,111.48,42.03,221.13,0.723
eggplant,14,23.53,75.26,6.4,171.71,70.86,351.71,1.146
zucchini,6,10.94,32.29,6.93,178.59,60.79,292.59,1.026
bean,3,21.85,52.09,4.84,122.47,44.23,173.47,0.656
zucchini,4,23.08,65.57,6.09,190.29,65.15,310.29,1.091
cilantro,5,21.74,100.0,5.82,132.25,36.12,172.25,0.657
spinach,3,26.05,74.19,6.07,186.33,63.16,256.33,0.976
pak_choi,2,31.87,38.27,6.79,79.51,31.91,95.18,0.398
strawberry,11,21.35,73.46,6.14,111.55,50.78,211.55,0.721
strawberry,15,23.92,70.15,7.04,111.08,50.54,211.08,0.719
basil,1,27.56,52.41,5.47,104.38,32.19,104.38,0.465
cilantro,3,16.34,50.56,5.36,142.79,41.4,182.79,0.708
cucumber,9,33.49,64.68,7.13,162.0,55.94,287.3,0.974
eggplant,11,27.08,32.74,6.65,161.0,67.0,323.0,1.063
pepper,9,16.25,64.84,6.18,152.95,56.47,312.95,1.007
bean,3,21.13,81.86,5.44,131.56,45.78,191.56,0.711
melon,1,23.07,65.95,6.16,139.92,49.96,179.92,0.713
pepper,3,13.58,54.74,6.43,124.79,41.39,145.79,0.602
lettuce,6,26.43,59.36,5.15,161.86,50.93,201.86,0.8
tomato,11,16.7,61.61,7.33,173.1,81.55,383.1,1.23
zucchini,2,35.57,70.26,5.5,100.77,38.79,123.96,0.508
zucchini,5,20.66,34.68,7.4,158.64,52.32,266.64,0.921
pak_choi,5,25.38,31.01,6.14,146.51,50.75,218.51,0.802
cilantro,4,30.32,68.07,6.31,126.46,35.32,163.68,0.628
spinach,4,15.52,55.07,6.25,178.38,59.19,248.38,0.937
pepper,14,8.14,47.45,5.6,176.09,67.04,344.09,1.132
mint,4,23.12,64.33,6.33,191.86,50.93,221.86,0.896
pepper,3,16.31,47.75,5.48,116.48,38.24,136.48,0.562
basil,5,32.36,54.98,6.07,133.82,36.49,159.9,0.637
spinach,6,17.72,58.13,6.32,186.34,63.17,256.34,0.976
strawberry,8,23.99,54.7,6.19,106.86,48.43,206.86,0.698
cilantro,5,31.66,39.68,7.06,109.67,31.13,141.28,0.544
arugula,5,24.98,82.74,5.89,153.41,36.7,193.41,0.74
cucumber,7,25.02,55.89,5.81,196.49,68.25,346.49,1.179
pepper,9,15.62,55.9,5.19,156.8,58.4,316.8,1.026
strawberry,11,31.75,53.65,7.38,97.66,44.39,186.41,0.633
tomato,14,12.19,77.52,6.68,177.37,83.43,397.87,1.27
cucumber,12,21.01,40.45,5.33,202.11,71.06,352.11,1.206
bean,4,23.46,67.75,5.76,142.65,51.33,202.65,0.765
lettuce,5,38.77,63.69,6.84,112.7,36.04,139.77,0.556
pak_choi,5,16.21,62.7,6.56,169.66,59.83,249.66,0.924
eggplant,12,28.46,38.09,5.29,146.48,59.95,306.0,0.988
pepper,10,30.65,32.32,6.24,138.87,53.03,270.15,0.891
strawberry,6,30.31,62.92,6.9,103.05,46.87,196.12,0.667
tomato,1,29.46,73.12,5.71,116.63,48.75,145.32,0.599
spinach,2,26.89,38.96,6.41,88.61,26.3,106.61,0.427
zucchini,8,18.73,61.99,6.17,176.03,58.01,296.03,1.022
melon,12,20.9,57.61,5.29,157.69,68.84,377.69,1.165
basil,4,22.91,53.26,6.39,150.32,40.16,180.32,0.715
mint,4,26.93,76.76,5.99,189.89,49.94,219.89,0.887
bean,2,29.39,64.34,7.8,98.06,32.87,98.06,0.442
basil,7,20.78,28.17,6.5,129.91,33.46,156.91,0.618
eggplant,8,16.57,69.71,5.85,168.99,69.49,348.99,1.133
lettuce,5,33.45,58.66,6.83,140.13,44.97,173.59,0.692
cilantro,5,26.48,75.69,6.78,133.04,36.52,173.04,0.661
bean,2,20.76,60.18,5.86,120.85,40.43,120.85,0.544
lettuce,7,19.15,48.74,7.1,163.06,51.53,203.06,0.805
zucchini,3,7.01,60.92,6.74,190.23,63.62,316.23,1.099
strawberry,13,24.14,68.7,6.28,106.37,48.19,206.37,0.696
zucchini,3,24.43,76.67,5.91,182.34,61.17,302.34,1.053
melon,8,21.99,35.1,7.17,153.84,67.92,351.84,1.106
eggplant,10,31.54,53.92,5.84,157.39,65.29,318.27,1.043
mint,8,23.75,47.42,6.98,188.47,49.24,218.47,0.88
mint,5,18.84,54.75,5.97,196.39,53.2,226.39,0.918
pak_choi,2,32.97,66.74,6.34,78.53,30.76,95.55,0.395
lettuce,7,21.45,47.98,5.34,160.32,50.16,200.32,0.792
melon,8,28.91,87.8,4.59,123.39,53.47,304.39,0.928
eggplant,4,10.07,60.57,6.12,122.29,50.65,153.79,0.63
strawberry,2,26.26,40.16,8.13,84.27,37.89,109.77,0.447
tomato,4,15.56,62.99,5.5,197.31,58.65,277.31,1.028
zucchini,5,18.72,57.5,5.63,181.36,60.68,301.36,1.048
lettuce,7,30.2,68.83,4.94,118.7,35.83,150.06,0.587
tomato,4,29.39,71.32,5.62,188.26,55.8,264.92,0.982
pepper,4,27.41,50.57,6.76,179.76,49.88,239.76,0.905
arugula,5,31.63,35.88,6.81,129.15,32.93,160.79,0.623
spinach,2,16.25,86.99,5.82,105.42,32.71,125.42,0.508
eggplant,10,25.96,87.24,7.6,152.42,63.46,305.42,1.005
pak_choi,1,23.62,56.47,6.74,101.41,40.7,121.41,0.508
